"LL.1"	"LL.2"	"LL.3"	"MM.1"	"MM.2"	"MM.3"
"ECs_4676"	48013	41324	45865	95432	108614	127600
"ECs_4677"	12543	11164	12475	24651	28785	34930
"ECs_4678"	17861	15909	17613	35752	40350	50201
"ECs_4679"	9189	7657	8260	18599	21395	27601
"ECs_4680"	19300	16457	18464	33386	36184	49031
"ECs_4681"	4953	4142	4630	7429	8002	11527
"ECs_4682"	2637	2524	2834	2214	2437	3619
"ECs_4683"	13146	10577	11208	8959	5917	11656
"ECs_4684"	7417	6389	7149	5360	5824	7798
"ECs_4685"	170	132	185	298	256	499
"ECs_4686"	176	153	190	2220	1375	4097
"ECs_4687"	867	844	992	1409	1646	2265
"ECs_4688"	976	910	1029	1735	1979	2826
"ECs_4689"	2167	1726	2016	1895	1560	3405
"ECs_4690"	173	122	136	594	574	680
"ECs_4691"	151	139	156	569	533	754
"ECs_4692"	366	363	498	2385	1859	2788
"ECs_4693"	1403	1226	1434	9636	9700	15670
"ECs_4694"	451	399	457	1319	1215	2020
"ECs_4695"	345	326	414	711	798	1175
"ECs_4696"	646	623	792	804	969	1275
"ECs_4697"	1163	1007	1267	1050	1322	1808
"rrsC"	0	11	0	0	0	1
"gltU"	76	98	114	62	55	73
"rrlC"	19	34	21	18	14	15
"rrfC"	0	0	0	0	0	0
"aspT"	21	18	45	11	19	31
"trpT"	15	25	19	16	18	18
"ECs_4698"	1530	1456	1665	1569	1948	2411
"ECs_4699"	5551	5421	6472	3007	3244	5472
"ECs_4700"	2239	2141	2388	750	833	1220
"ECs_4701"	201	190	272	456	779	1233
"ECs_4702"	649	631	765	2331	2842	3576
"ECs_4703"	10	13	9	61	58	96
"ECs_4704"	323	235	270	1291	1261	2187
"ECs_4705"	372	278	318	1325	1198	1769
"ECs_4706"	531	707	889	1413	1406	1133
"ECs_4707"	249	284	346	419	332	342
"ECs_4708"	1367	1225	1379	3892	5759	5533
"ECs_4709"	2977	2693	3068	2347	2829	3606
"ECs_4710"	251	206	223	378	439	581
"ECs_4711"	2957	2485	2586	2216	1506	2814
"ECs_4712"	14626	13183	15705	9290	11212	14749
"ECs_4713"	13714	13154	17457	11773	11043	14577
"ECs_4714"	14911	13827	16192	16424	20572	25872
"ECs_4715"	7451	7181	8325	6830	8278	11960
"ECs_4716"	60559	57816	71227	52271	58195	80760
"ECs_5764"	756	777	890	304	396	572
"ECs_4717"	10196	9061	11082	4849	5509	7780
"ECs_4718"	5763	4802	5921	3820	3863	6114
"ECs_4719"	4480	3774	4526	3733	2962	5338
"ECs_4720"	5793	4814	5919	4374	3941	6570
"ECs_4721"	4385	3693	4799	3560	3328	5109
"ECs_4722"	3062	2765	3448	2460	2434	3618
"ECs_4723"	1335	1295	1666	1263	1044	1494
"ECs_4724"	1964	1727	2278	2224	2002	3130
"ECs_4725"	1906	1360	1759	1417	850	2043
"ECs_4726"	1684	1440	1808	1413	1428	2163
"ECs_4727"	1060	815	1051	910	854	1563
"ECs_4728"	740	508	650	777	505	1218
"ECs_4729"	2520	2170	2598	2721	2782	3912
"argX"	1113	1781	2217	1000	1138	1250
"hisR"	1033	884	1206	466	625	1045
"leuT1"	2	2	1	0	0	0
"tRNA51"	321	301	387	161	203	357
"leuT2"	2	1	0	0	0	0
"proM2"	313	287	344	100	112	165
"ECs_4730"	1326	1168	1281	348	290	469
"ECs_4731"	514	434	386	537	591	721
"ECs_4732"	3398	3157	3823	4997	4389	5746
"ECs_4733"	2871	2278	2515	4466	4011	6012
"ECs_4734"	1240	973	1176	1356	1437	2177
"ECs_4735"	2886	2757	3566	3514	3793	4270
"ECs_4736"	14285	13000	14606	16759	19802	26160
"ECs_4738"	817	802	858	1363	1499	2235
"ECs_5765"	388	329	373	702	741	1203
"ECs_4739"	789	671	786	1304	993	1740
"ECs_4740"	367	333	407	694	556	776
"ECs_4741"	644	648	822	1453	1441	1715
"ECs_4742"	471	459	518	1026	1137	1244
"ECs_4743"	2739	3179	4540	3972	3508	3771
"ECs_4744"	277	202	209	324	375	524
"ECs_4745"	117	88	88	89	102	185
"ECs_4746"	2695	2300	2693	4058	4073	7047
"ECs_5766"	36	34	42	26	36	84
"ECs_4747"	43	29	33	25	21	50
"ECs_4748"	10	6	6	7	12	20
"ECs_4749"	1141	976	1091	657	715	927
"ECs_4750"	123	166	180	259	230	267
"ECs_4751"	3971	3505	4066	3529	4252	5539
"ECs_4752"	4675	4796	6094	3766	3812	4542
"ECs_4753"	1190	1062	1291	2045	2130	3326
"ECs_4754"	712	662	810	792	904	1224
"ECs_4755"	2331	2177	2418	2911	3361	4209
"ECs_4756"	1154	981	1052	2392	2394	3585
"ECs_4757"	422	370	396	2160	2577	3089
"ECs_4758"	92	89	115	918	1423	1428
"ECs_4759"	1394	1175	1498	82893	185202	158526
"ECs_4760"	180	119	105	4582	3218	7401
"ECs_4761"	902	793	922	8973	8156	11561
"ECs_4762"	743	607	810	1048	1126	1484
"ECs_4763"	3873	3666	4445	5870	6226	7449
"ECs_4764"	1773	1988	2322	3073	3102	3186
"ECs_4765"	5184	4421	5018	6236	6258	9088
"ECs_4766"	3900	3468	3687	3956	4568	6316
"ECs_4767"	4310	4326	4929	4324	4115	4948
"ECs_4768"	5537	4676	5434	3827	4228	5926
"ECs_4769"	1409	1253	1513	1372	1539	1759
"ECs_4770"	1475	1693	2058	1023	1087	1231
"ECs_4771"	5039	4314	4684	5301	5647	7508
"ECs_4772"	1802	1202	1162	2422	933	3579
"ECs_4773"	323	299	312	744	595	623
"ECs_4774"	197	164	193	1253	1132	1197
"ECs_4775"	3666	2946	3567	5520	5860	7924
"ECs_4776"	435	518	696	763	603	711
"ECs_4777"	2399	2010	2571	2403	2912	3685
"ECs_4778"	523	503	658	865	930	1129
"rrsA"	0	22	0	0	0	2
"ileT"	4	8	9	4	1	2
"alaT"	53	72	93	27	51	59
"rrlA"	18	48	23	2	11	14
"rrfA"	0	0	0	1	0	0
"ECs_4779"	157	157	163	130	103	213
"ECs_4780"	328	349	333	335	428	538
"ECs_4781"	427	425	481	608	804	1056
"ECs_4782"	3645	3389	4008	5316	6403	8243
"ECs_4783"	3110	2821	3102	8765	9502	13839
"ECs_4784"	467	471	486	236	233	410
"ECs_4785"	1176	1011	1174	558	548	802
"ECs_4786"	5920	4918	5504	8113	8028	12476
"ECs_4787"	3890	3333	3744	3639	3524	5427
"ECs_4788"	3613	3909	5423	4078	3561	5422
"ECs_4789"	3967	3589	4482	4584	4542	6536
"ECs_4790"	1247	1251	1176	1082	1176	1475
"ECs_4791"	969	987	778	874	805	1309
"ECs_4792"	17005	16444	14922	21956	27587	41927
"ECs_4793"	194943	177452	201512	79490	87912	121146
"ECs_4794"	235	187	228	261	221	457
"ECs_4795"	155	145	170	229	220	378
"ECs_4796"	107	60	64	83	80	145
"ECs_4797"	11	12	9	8	8	17
"ECs_4798"	89	67	71	62	62	105
"ECs_4799"	58	47	47	75	63	116
"ECs_4800"	91	66	72	87	75	167
"ECs_4801"	30	15	18	20	27	47
"ECs_4802"	26	27	25	54	53	89
"ECs_4803"	65	78	91	211	203	229
"ECs_4804"	46	49	55	136	98	180
"ECs_4805"	25	30	26	60	62	77
"ECs_4806"	26	24	28	45	41	70
"ECs_4807"	382	322	379	639	728	1051
"ECs_4808"	350	301	320	1327	1225	2065
"ECs_4809"	227	178	200	868	931	1488
"ECs_4810"	252	229	297	686	949	1097
"ECs_4811"	477	482	669	1738	1675	1853
"ECs_4812"	35	29	27	30	34	54
"ECs_4813"	38	25	41	34	45	55
"ECs_4815"	10	1	5	1	2	10
"ECs_4816"	39	38	43	51	40	84
"ECs_4817"	4486	4146	4817	3968	4450	5748
"ECs_4818"	2155	1995	2060	2244	2400	3354
"ECs_4819"	2750	2895	2923	3915	3785	4634
"ECs_4820"	13728	14449	15117	22081	21045	26012
"ECs_4821"	1299	1112	1657	925	879	1174
"ECs_4822"	118	95	74	69	53	88
"ECs_4823"	215	198	199	122	163	209
"ECs_4824"	89	79	85	91	91	144
"ECs_4825"	43	32	48	52	32	50
"ECs_4826"	4	7	4	15	16	18
"ECs_4827"	35	47	49	33	28	58
"ECs_4828"	14	18	13	15	29	45
"ECs_4829"	129	109	147	148	143	199
"ECs_4830"	34	34	44	42	45	76
"ECs_4831"	40	39	45	43	33	64
"ECs_4832"	65	47	47	74	80	133
"ECs_4833"	123	109	131	227	237	316
"ECs_5767"	114	83	92	152	143	248
"ECs_4834"	9795	9589	10430	42940	48909	57801
"ECs_4835"	1661	1398	1782	1058	1079	1462
"ECs_4836"	983	776	1001	1354	1361	1963
"ECs_4837"	1840	1775	2193	6751	8123	9286
"ECs_4838"	1337	1144	1430	5077	5946	7728
"ECs_4839"	7202	5382	9707	20456	25920	30519
"ECs_4840"	1519	1325	1563	2275	2091	3150
"ECs_4841"	8761	7787	8707	14056	15360	19406
"ECs_4842"	534	469	516	36340	50577	38769
"ECs_4843"	521	478	555	1958	2969	2166
"ECs_4844"	11577	10664	12149	26175	28667	38960
"ECs_4845"	438	347	474	453	581	776
"ECs_4846"	203	143	204	160	147	261
"ECs_4847"	165	126	177	518	619	825
"ECs_4848"	278	246	291	780	944	1230
"ECs_4849"	1245	1156	1265	2320	2711	3408
"ECs_4850"	1999	2022	2332	5260	4487	5694
"ECs_4851"	2313	2329	2616	51989	46808	61822
"ECs_4852"	537	495	434	19941	16802	26370
"ECs_4853"	1605	1374	1700	2629	3021	4352
"ECs_4854"	104	89	101	89	106	123
"ECs_4855"	42	23	47	40	40	70
"ECs_4856"	2433	2044	2309	3476	3037	5081
"ECs_4857"	610	377	384	822	542	1412
"ECs_4858"	5464	5031	5672	16931	18159	23846
"ECs_4859"	1475	1384	1541	4555	4539	6032
"ECs_4860"	2034	1930	2441	2360	2369	3326
"ECs_4861"	664	618	728	1878	2007	2869
"ECs_4862"	2710	3054	3976	2631	2715	2698
"ECs_4863"	54394	50435	63587	15815	27115	26727
"ECs_4864"	676	542	686	423	519	734
"ECs_5768"	15	14	15	10	14	15
"ECs_5769"	155	168	178	134	145	214
"ECs_5770"	675	552	516	526	553	839
"ECs_4866"	440	380	402	575	812	1018
"ECs_4867"	1236	1122	1367	2911	5022	5347
"ECs_4868"	361	307	382	2571	5008	4525
"ECs_4869"	1213	1208	1582	6076	12691	8659
"ECs_4870"	334	290	324	14872	39853	30187
"ECs_4871"	943	849	986	5616	7749	4866
"ECs_4872"	867	696	961	696	688	886
"ECs_4873"	183	150	181	87	105	131
"ECs_4874"	113	108	151	207	264	336
"ECs_4875"	34	30	42	59	71	97
"ECs_4877"	75	76	114	89	93	121
"ECs_4878"	27	18	19	20	12	53
"ECs_4879"	15	10	8	21	25	37
"ECs_4880"	276	241	292	357	418	532
"ECs_4881"	87	77	75	90	78	128
"ECs_4882"	22	13	21	20	14	30
"ECs_4883"	247	215	272	361	367	515
"ECs_4884"	13532	12481	14768	9775	10951	15865
"ECs_4885"	2054	1860	2632	11246	10116	16610
"ECs_4886"	472	546	733	4920	4516	8970
"ECs_4887"	158	140	209	5743	4878	11167
"ECs_4888"	56	53	80	2906	1623	4830
"ECs_4889"	524	486	534	12676	6781	18817
"ECs_4890"	3451	3044	3961	5276	5248	7230
"ECs_4891"	2712	3163	3116	9024	10075	11140
"ECs_4892"	76	53	51	66	72	148
"ECs_4893"	210	164	219	287	279	387
"ECs_4894"	1989	1815	2155	2195	2777	3277
"ECs_4895"	956	963	1018	1213	1495	1873
"ECs_4896"	3386	3082	3680	2176	2284	3551
"ECs_4897"	2130	1530	1691	1716	1315	2596
"ECs_4898"	1343	1159	1270	1197	1492	1784
"rrsB"	0	0	0	0	0	0
"gltT"	0	0	0	0	0	0
"rrlB"	0	1	0	0	0	0
"rrfB"	0	1	0	4	0	5
"ECs_4899"	3120	2308	2360	2114	1771	3282
"ECs_4900"	2450	1769	1859	1562	1424	2319
"ECs_4901"	3999	3792	4654	4282	5017	7559
"thrU"	108	93	123	85	104	157
"tyrU"	3910	3471	4265	1878	2180	3333
"glyT"	1506	1581	1818	719	952	1412
"thrT"	1407	1376	1394	677	825	1179
"ECs_4903"	59048	53837	59517	73314	67497	97382
"ECs_4904"	19308	17216	19848	15075	16335	23217
"ECs_4905"	18581	19307	23157	16791	17191	20853
"ECs_4906"	95329	85327	95887	47104	52676	75505
"ECs_4907"	163587	156983	178116	86395	96599	122449
"ECs_4908"	284237	257622	289227	110619	129407	180907
"ECs_4909"	224167	196573	220373	87071	97348	144241
"ECs_4910"	176088	134197	134881	128162	92785	180773
"ECs_4911"	217952	188163	207231	149566	114016	208075
"ECs_4912"	862	784	784	450	580	705
"ECs_4913"	4075	4426	4898	2444	3050	2618
"ECs_4914"	1070	1449	2179	1002	885	687
"ECs_5771"	172	180	196	89	106	98
"ECs_4915"	1125	1479	1893	764	727	544
"ECs_4916"	749	1058	1403	631	534	344
"ECs_4917"	5768	5124	6039	2915	3020	2895
"ECs_4918"	770	662	816	3030	3867	4956
"ECs_4919"	1138	1000	1248	1731	1533	2706
"ECs_4920"	2370	2371	3250	4025	4119	4624
"ECs_4921"	649	838	1059	1549	1522	1740
"ECs_4922"	3259	2905	3247	3270	3658	5112
"ECs_4923"	11718	10489	13460	35415	43565	58553
"ECs_4924"	1172	1121	1261	1608	1915	2423
"ECs_4925"	57	34	49	49	43	63
"ECs_4926"	143	156	156	178	187	237
"ECs_4927"	203	173	240	354	392	415
"ECs_4928"	452	523	814	15456	11432	14877
"ECs_4929"	702	695	906	20997	18057	25035
"rrsE"	0	5	0	0	0	0
"gltV"	0	0	1	0	0	0
"rrlE"	0	1	0	1	0	0
"rrfE"	0	0	0	0	0	1
"ECs_4930"	111	107	107	90	69	133
"ECs_4931"	392	368	376	1812	4939	3483
"ECs_4932"	348	281	333	807	989	1229
"ECs_4933"	292	318	379	1186	1380	1281
"ECs_4934"	340	289	347	554	817	870
"ECs_4935"	112	92	105	42	60	97
"ECs_4936"	900	950	1068	1585	1796	2376
"ECs_4937"	2832	2508	2898	7403	8012	10583
"ECs_4938"	1166	1188	1423	1689	1673	2026
"ECs_4939"	760	654	848	828	994	1229
"ECs_4941"	2964	2953	3770	5715	5782	7544
"ECs_4943"	1685	1404	1624	2839	3055	4499
"ECs_4944"	26	20	27	14	16	29
"ECs_4945"	1398	1269	1390	860	957	991
"ECs_4946"	25	34	45	40	53	54
"ECs_4947"	2	2	2	1	6	5
"ECs_4948"	2	4	5	4	6	6
"ECs_4949"	8	4	2	3	7	19
"ECs_4950"	3	3	3	7	4	15
"ECs_4951"	4	2	5	5	12	28
"ECs_4952"	8	6	12	23	14	30
"ECs_4953"	7	4	3	6	3	13
"ECs_4954"	8	6	7	13	13	18
"ECs_4955"	6	5	6	7	7	12
"ECs_4956"	9	1	7	7	12	30
"ECs_5772"	1	4	3	3	5	13
"ECs_4957"	7	8	5	11	13	20
"ECs_4958"	3	1	0	1	0	3
"ECs_4959"	2	5	10	8	4	12
"ECs_4960"	35	30	55	42	43	55
"ECs_4961"	229	186	217	347	292	503
"ECs_4962"	40	42	60	70	97	92
"ECs_4963"	4	7	5	9	4	10
"ECs_4965"	4	3	3	3	1	3
"ECs_4966"	3	3	1	3	6	5
"ECs_4967"	2	3	3	6	4	4
"ECs_4968"	4	8	10	13	9	6
"ECs_4969"	76	41	67	89	82	129
"ECs_4970"	54	57	94	159	118	160
"ECs_4971"	267	274	317	311	337	392
"ECs_4972"	45	62	44	72	78	101
"ECs_4973"	110	120	152	140	146	175
"ECs_4974"	29	31	45	48	49	77
"ECs_4975"	8	14	26	33	16	14
"ECs_4976"	20	13	25	26	19	28
"ECs_4977"	12	11	30	22	25	36
"ECs_4978"	2	2	1	6	4	7
"ECs_4979"	127	126	130	187	178	237
"ECs_4980"	18	22	12	48	29	67
"ECs_4981"	32	36	41	114	112	158
"ECs_4982"	133	79	108	181	109	244
"ECs_4983"	243	205	247	262	272	353
"ECs_4984"	74	114	132	124	111	114
"ECs_4985"	69	45	64	73	47	91
"ECs_4986"	29	22	44	33	31	43
"ECs_4987"	149	105	134	207	158	290
"ECs_4988"	58	39	47	75	50	96
"ECs_4989"	89	65	79	145	163	223
"ECs_4990"	45	49	61	44	69	82
"ECs_4991"	9	7	13	6	8	15
"ECs_4992"	79	68	86	63	75	97
"ECs_4993"	716	610	656	594	666	946
"ECs_4994"	117	122	166	96	113	155
"ECs_4995"	153	138	150	81	111	153
"ECs_4996"	2467	2634	2879	1277	1653	2048
"ECs_4997"	300	234	300	490	606	765
"ECs_4998"	290	290	241	460	463	542
"ECs_5000"	97	93	80	135	132	125
"ECs_5001"	23	23	15	31	31	20
"ECs_5002"	13	16	11	20	28	20
"ECs_5003"	117	89	103	122	145	146
"ECs_5004"	77	67	41	101	107	149
"ECs_5005"	1765	1453	1647	1231	1208	1890
"ECs_5006"	395	348	375	654	755	1019
"ECs_5007"	760	756	931	1466	1846	2137
"ECs_5008"	7888	6969	7568	24045	25266	36469
"ECs_5009"	79	91	183	221	193	208
"ECs_5010"	96	84	88	62	95	78
"ECs_5011"	30	45	46	55	42	33
"ECs_5012"	364	273	235	260	317	357
"ECs_5013"	413	386	455	708	1202	1311
"ECs_5014"	474	425	440	569	876	939
"ECs_5015"	83	106	112	456	375	516
"ECs_5016"	140	114	133	390	357	417
"ECs_5017"	70	53	41	744	699	897
"ECs_5018"	33	30	43	302	229	261
"ECs_5019"	227	159	200	650	613	797
"ECs_5020"	390	428	483	823	756	842
"ECs_5021"	63	55	50	71	82	170
"ECs_5022"	575	504	524	910	958	1399
"ECs_5023"	624	611	688	1058	916	1285
"ECs_5024"	9079	9715	11347	12481	12575	14715
"ECs_5025"	763	701	835	1048	1238	1665
"ECs_5026"	4326	4138	5242	5539	5815	7659
"ECs_5027"	1588	1548	2263	1831	1499	1976
"ECs_5028"	840	846	1001	10235	12517	16345
"ECs_5029"	861	873	952	1103	1262	1427
"ECs_5030"	67	58	79	60	68	95
"ECs_5031"	3915	3224	4376	2710	2353	3619
"ECs_5032"	335	231	339	339	293	702
"ECs_5033"	1675	1493	1792	2848	3191	4622
"ECs_5034"	5429	5118	6021	5178	5681	7021
"ECs_5035"	2466	2222	2616	2265	1901	2873
"ECs_5036"	558	506	724	2313	2235	4386
"ECs_5773"	17	13	26	6	2	12
"ECs_5037"	264	221	262	901	1131	1306
"ECs_5038"	512	470	531	1307	1712	2161
"ECs_5039"	219	215	265	598	737	779
"ECs_5040"	11182	11292	13084	12836	12701	14345
"ECs_5041"	6581	6088	6960	6678	7060	9362
"ECs_5042"	21253	20474	24127	2451	3261	2500
"ECs_5043"	250	216	267	400	445	482
"ECs_5044"	2349	2023	2331	3827	4267	4698
"ECs_5045"	151	123	173	220	305	355
"ECs_5046"	251	259	251	1672	1802	1955
"ECs_5047"	840	777	974	1788	1441	2298
"ECs_5048"	63	45	65	35	45	71
"ECs_5049"	333	269	345	1787	1550	2155
"ECs_5050"	26	17	21	406	392	398
"ECs_5051"	114	134	172	2829	2060	2484
"ECs_5052"	44	40	61	73	67	100
"ECs_5053"	22	24	19	21	21	41
"ECs_5054"	9	8	3	8	4	13
"ECs_5055"	18	10	16	28	12	40
"ECs_5056"	27	14	33	45	38	68
"ECs_5057"	10	11	7	7	8	18
"ECs_5058"	63	56	80	56	56	84
"ECs_5059"	2055	1859	2015	1274	1238	1733
"ECs_5060"	1896	1732	1953	1358	1615	1980
"ECs_5061"	431	414	485	410	470	569
"ECs_5062"	69	57	88	74	81	115
"ECs_5063"	164	148	160	250	304	387
"ECs_5064"	58	46	62	51	67	97
"ECs_5065"	2	2	3	6	2	6
"ECs_5066"	55	48	63	78	62	123
"ECs_5067"	30	48	44	215	167	220
"ECs_5068"	60	61	80	219	187	219
"ECs_5069"	67	62	86	270	182	286
"ECs_5070"	100	62	78	142	115	186
"ECs_5071"	143	150	177	410	389	524
"ECs_5072"	11	20	21	24	17	22
"ECs_5073"	99	116	149	140	130	173
"ECs_5074"	125	135	230	331	297	369
"ECs_5774"	76	71	98	368	420	312
"ECs_5075"	95	111	118	288	357	298
"ECs_5076"	68	118	156	471	430	397
"ECs_5077"	5	7	7	12	11	10
"ECs_5078"	3	3	12	22	4	5
"ECs_5079"	6	2	4	8	2	11
"ECs_5080"	2	4	4	10	9	8
"ECs_5081"	4	7	10	11	10	14
"ECs_5082"	4	1	7	8	6	1
"ECs_5083"	3	5	23	5	3	5
"ECs_5084"	2	1	5	6	3	2
"ECs_5085"	3	7	16	11	3	1
"ECs_5086"	6	11	33	24	13	5
"ECs_5087"	24	26	43	43	39	59
"ECs_5088"	19	13	28	32	48	46
"ECs_5089"	99	64	104	1288	1397	1793
"ECs_5090"	1256	1054	1222	1144	1173	1951
"ECs_5091"	1367	1150	1128	937	1144	1056
"ECs_5092"	175	148	125	178	236	188
"ECs_5093"	24958	17403	19700	8380	7043	12234
"ECs_5094"	1499	1440	1624	2533	2300	3247
"ECs_5095"	849	759	901	1628	1595	2277
"ECs_5096"	1158	1054	1199	1853	2082	2735
"ECs_5097"	170	161	165	116	136	165
"ECs_5098"	82	57	57	14	16	30
"ECs_5099"	353	368	392	322	338	429
"ECs_5100"	134	133	129	335	388	510
"ECs_5101"	233	219	244	287	326	408
"ECs_5102"	430	361	422	379	432	616
"ECs_5103"	160	165	171	299	301	476
"ECs_5104"	237	207	231	233	240	310
"ECs_5105"	108	79	80	68	60	96
"ECs_5106"	414	332	425	719	802	1153
"ECs_5107"	1092	988	1182	1224	1361	1711
"ECs_5108"	9	10	14	143	96	216
"ECs_5109"	30	35	44	524	547	927
"ECs_5110"	14	11	8	17	28	35
"ECs_5775"	7	8	8	13	9	22
"ECs_5111"	599	517	634	911	1045	1474
"ECs_5112"	198	187	203	212	233	311
"ECs_5113"	370	341	372	329	336	477
"ECs_5114"	104	77	116	56	62	86
"ECs_5115"	806	726	725	734	827	1099
"pheU"	199	195	277	173	231	266
"ECs_5116"	620	613	745	3764	3832	5247
"ECs_5117"	1727	1490	1722	2303	2420	3176
"ECs_5118"	322	312	314	583	595	812
"ECs_5119"	2505	2031	2453	2695	3120	4290
"ECs_5120"	2349	2249	2586	10456	11157	14024
"ECs_5121"	498	442	528	1182	1370	1964
"ECs_5122"	1264	1070	1324	3053	2578	4569
"ECs_5123"	3405	3522	4022	13989	13909	17562
"ECs_5124"	24921	22975	26132	103883	105130	150976
"ECs_5125"	1182	1191	1459	3289	3095	3872
"ECs_5126"	498	464	516	519	553	763
"ECs_5127"	2840	2504	3109	2394	2523	3891
"ECs_5128"	16598	15281	17298	13700	15792	21082
"ECs_5776"	471	450	542	157	200	242
"ECs_5777"	1057	1128	1348	10832	12789	18707
"ECs_5129"	518	486	630	1827	1772	2264
"ECs_5130"	196	177	213	2261	2749	3338
"ECs_5131"	286	233	259	539	521	858
"ECs_5132"	51	49	68	236	279	319
"ECs_5133"	54	44	48	226	235	312
"ECs_5134"	76	80	83	491	539	595
"ECs_5135"	354	387	410	1811	1694	1943
"ECs_5136"	6728	5975	7144	2156	2128	3521
"ECs_5137"	1743	1611	1822	450	516	754
"ECs_5138"	3281	3272	4462	3856	3865	4789
"ECs_5139"	3471	3066	4033	4167	4357	5904
"ECs_5140"	3530	3680	4951	4243	4445	5200
"ECs_5141"	934	858	1228	1472	1367	1906
"glyV"	977	995	1258	776	1028	1443
"glyX"	360	446	561	197	246	408
"glyY"	334	345	407	170	229	278
"ECs_5142"	1643	1435	1725	1851	2137	2509
"ECs_5143"	590	617	811	1793	1493	1726
"ECs_5144"	693	590	605	845	703	1324
"ECs_5145"	2657	2321	2725	3070	2721	3926
"ECs_5146"	2936	3300	4436	5187	4780	5416
"ECs_5147"	5913	5138	6384	16574	18607	23635
"ECs_5148"	5489	4518	5412	11231	12273	17514
"ECs_5149"	5966	5387	6267	11314	12294	15946
"ECs_5150"	9344	8544	9926	17164	18478	23248
"ECs_5151"	7234	6460	7872	13073	13435	17373
"ECs_5152"	390	336	311	191	162	312
"ECs_5153"	22632	22226	25200	27775	28579	32554
"ECs_5154"	2400	1807	2095	762	686	1272
"ECs_5155"	16616	15514	19490	9075	9958	11738
"ECs_5156"	5510	4944	6469	1996	2133	2964
"ECs_5157"	23	27	35	18	20	26
"ECs_5158"	76	49	64	37	47	56
"ECs_5159"	54	41	60	32	42	53
"ECs_5160"	9	13	11	7	8	16
"ECs_5161"	45	32	32	24	28	38
"ECs_5162"	184	130	191	158	144	238
"ECs_5163"	51	46	56	375	208	573
"ECs_5164"	217	157	202	994	1057	1788
"ECs_5165"	344	291	357	1816	1856	3427
"ECs_5166"	251	291	342	525	553	647
"ECs_5167"	481	407	476	523	608	961
"ECs_5168"	74	52	74	107	94	177
"ECs_5169"	62	59	66	145	138	310
"ECs_5170"	8	8	8	31	28	61
"ECs_5171"	34	23	33	76	72	118
"ECs_5172"	54	66	92	119	122	186
"ECs_5173"	104	77	102	131	140	209
"ECs_5174"	98	81	128	169	154	188
"ECs_5175"	37	31	31	122	121	138
"ECs_5176"	189744	179713	201350	78368	95875	127781
"ECs_5177"	66107	64262	70909	26483	33901	44121
"ECs_5178"	52653	50467	54736	20271	25688	34435
"ECs_5179"	147986	142644	159498	56439	71465	94050
"ECs_5180"	1916	1679	1851	408	459	647
"ECs_5182"	171	154	151	135	179	214
"ECs_5183"	1961	1847	2172	1703	1880	2409
"ECs_5184"	1149	947	1211	2421	2937	3830
"ECs_5185"	5418	4940	6281	10211	9340	13584
"ECs_5186"	4080	3299	3839	7037	7018	10435
"ECs_5187"	279	271	323	331	306	457
"ECs_5188"	431	513	542	1182	1206	1587
"ECs_5189"	84	70	86	138	140	175
"ECs_5190"	164	164	217	242	252	256
"ECs_5191"	1081	925	1072	2322	2571	3512
"ECs_5192"	413	398	441	1590	1417	2043
"ECs_5193"	73	61	71	77	96	99
"ECs_5194"	812	680	784	1024	1110	1429
"ECs_5195"	2795	2997	3106	15600	20963	25766
"ECs_5196"	10215	9623	10527	7029	8392	10147
"ECs_5197"	466	490	586	3430	3747	5006
"ECs_5198"	2009	1724	2154	2842	3395	4307
"ECs_5199"	2950	2448	2862	3584	3457	5195
"ECs_5200"	1323	1312	1595	1964	2611	2859
"ECs_5202"	63	47	76	67	78	111
"ECs_5203"	110	99	103	88	84	136
"ECs_5204"	14269	13236	15244	25537	27645	39923
"ECs_5205"	129	113	128	1202	1112	1743
"ECs_5206"	139	117	159	945	884	1196
"ECs_5207"	40	46	52	266	110	193
"ECs_5208"	80	65	77	265	191	397
"ECs_5209"	1840	1627	2068	5717	6846	10871
"ECs_5210"	6705	5883	7369	5624	5278	6944
"ECs_5211"	4699	4123	4838	4191	4637	5927
"ECs_5212"	2422	1852	2083	4192	3280	6209
"ECs_5213"	1211	1011	1113	2830	3078	4066
"ECs_5214"	183	141	149	335	366	543
"ECs_5215"	582	431	493	1526	1482	2286
"ECs_5216"	103	117	121	182	218	319
"ECs_5217"	126	106	125	210	286	264
"ECs_5218"	607	543	628	1184	1560	1461
"ECs_5219"	951	767	809	1457	1277	1826
"ECs_5220"	3606	3298	3946	9788	10675	16080
"ECs_5221"	174	166	222	4589	4486	8106
"ECs_5222"	420	390	443	8991	8665	15551
"ECs_5224"	54	53	64	279	366	538
"ECs_5225"	203	190	216	905	990	1619
"ECs_5226"	601	665	740	1453	1618	1967
"ECs_5228"	657	563	639	512	663	931
"ECs_5229"	350	342	398	292	359	547
"ECs_5230"	174	137	137	175	172	339
"ECs_5231"	84	49	71	5193	3572	9989
"ECs_5232"	2035	1536	1705	3082	3046	4729
"ECs_5233"	502	417	504	520	606	878
"ECs_5234"	57	31	40	38	43	62
"ECs_5235"	21964	21111	26004	24364	25696	32127
"ECs_5236"	684	675	843	1027	1100	1399
"ECs_5237"	6264	6013	7674	10655	11773	14714
"ECs_5238"	2649	1967	2234	2169	2260	3216
